"","Clusters","gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"CTSA","1","CTSA","negbinomial.size",2.22526593479422e-10,2.73461859069047e-10,"OK",2176,TRUE
"BCL11B","2","BCL11B","negbinomial.size",8.5833557135633e-13,1.13936955585794e-12,"OK",1974,TRUE
"ARHGAP25","2","ARHGAP25","negbinomial.size",3.61600439088215e-18,5.85744101853875e-18,"OK",2366,TRUE
"RORB","2","RORB","negbinomial.size",2.39383138390747e-15,3.47538170796205e-15,"OK",581,TRUE
"MED31","1","MED31","negbinomial.size",2.4122779746167e-10,2.96275816927725e-10,"OK",1518,TRUE
"CYB5B","1","CYB5B","negbinomial.size",1.09491041240575e-56,4.04575925810576e-56,"OK",3115,TRUE
"PSME4","1","PSME4","negbinomial.size",4.07786076490701e-39,1.13105882341219e-38,"OK",4194,TRUE
"KIF13A","1","KIF13A","negbinomial.size",1.18559245805099e-30,2.74738252298354e-30,"OK",249,TRUE
"ITGB2-AS1","2","ITGB2-AS1","negbinomial.size",4.76190490689019e-12,6.15162105005647e-12,"OK",1223,TRUE
"LINC00092","1","LINC00092","negbinomial.size",5.52530661096873e-26,1.11172449343146e-25,"OK",647,TRUE
"SPAG1","1","SPAG1","negbinomial.size",1.95509788984002e-12,2.56230049731904e-12,"OK",1332,TRUE
"IMPAD1","1","IMPAD1","negbinomial.size",1.51686861957088e-18,2.48496075215199e-18,"OK",1982,TRUE
"SLC1A7","1","SLC1A7","negbinomial.size",9.65735495186415e-15,1.363724146523e-14,"OK",266,TRUE
"MNAT1","1","MNAT1","negbinomial.size",7.33525715305074e-27,1.52250457081025e-26,"OK",2419,TRUE
"PYURF","2","PYURF","negbinomial.size",4.52998049948024e-15,6.49406986343202e-15,"OK",5132,TRUE
"PLXDC2","1","PLXDC2","negbinomial.size",7.36322796503943e-23,1.36386348899834e-22,"OK",137,TRUE
"MIER1","1","MIER1","negbinomial.size",1.31310080482065e-12,1.73243044139659e-12,"OK",4712,TRUE
"MXD4","1","MXD4","negbinomial.size",3.52825845112835e-51,1.19762012214357e-50,"OK",7356,TRUE
"GTPBP1","1","GTPBP1","negbinomial.size",1.67277737884478e-26,3.42935173413453e-26,"OK",2510,TRUE
"NDFIP1","1","NDFIP1","negbinomial.size",2.01214236622406e-12,2.63546907749999e-12,"OK",4803,TRUE
"SMIM37","2","SMIM37","negbinomial.size",1.03901360470915e-18,1.70987898984382e-18,"OK",1229,TRUE
"YBX3","2","YBX3","negbinomial.size",2.74103870010546e-72,1.22331541986188e-71,"OK",1552,TRUE
"BLOC1S4","2","BLOC1S4","negbinomial.size",7.3142783816412e-10,8.88777020155729e-10,"OK",3664,TRUE
"CDKN2D","2","CDKN2D","negbinomial.size",7.85838504275383e-12,1.00857024601971e-11,"OK",8486,TRUE
"ROMO1","1","ROMO1","negbinomial.size",7.48685533891629e-10,9.09237918819118e-10,"OK",4682,TRUE
"AL109741.1","2","AL109741.1","negbinomial.size",2.7447835039199e-21,4.84019139837582e-21,"OK",134,TRUE
"F12","2","F12","negbinomial.size",5.91962813324513e-09,7.01238308083489e-09,"OK",437,TRUE
"PHLDB2","1","PHLDB2","negbinomial.size",2.26827200944284e-51,7.72351960515154e-51,"OK",2237,TRUE
"AC245297.3","2","AC245297.3","negbinomial.size",0.21007610938429,0.213421583725772,"OK",7772,TRUE
"HIGD2A","2","HIGD2A","negbinomial.size",8.14595772649242e-30,1.83474374961184e-29,"OK",8586,TRUE
"PDE3B","1","PDE3B","negbinomial.size",0.00137440207756744,0.00144712529429309,"OK",1329,TRUE
"GPR171","2","GPR171","negbinomial.size",7.79878271502091e-18,1.24930278499855e-17,"OK",1700,TRUE
"TNFRSF12A","1","TNFRSF12A","negbinomial.size",6.48755360531902e-11,8.11037681264377e-11,"OK",1036,TRUE
"SCAND1","2","SCAND1","negbinomial.size",0.458803367345222,0.462857908731063,"OK",8960,TRUE
"MICAL1","1","MICAL1","negbinomial.size",2.81192801030431e-17,4.4260318246372e-17,"OK",735,TRUE
"RBM5","1","RBM5","negbinomial.size",2.70459444197671e-23,5.0746240005601e-23,"OK",3814,TRUE
"CNPY3","1","CNPY3","negbinomial.size",1.23650682933978e-25,2.46279459397427e-25,"OK",3436,TRUE
"LINC02273","1","LINC02273","negbinomial.size",1.63040060252592e-17,2.58126927509396e-17,"OK",313,TRUE
"PSMB8-AS1","2","PSMB8-AS1","negbinomial.size",7.82066969939615e-09,9.22907104352027e-09,"OK",3160,TRUE
"CAMK1","1","CAMK1","negbinomial.size",1.7030418754264e-21,3.02035799493039e-21,"OK",255,TRUE
"P4HB","1","P4HB","negbinomial.size",4.90619085827188e-27,1.02618398954597e-26,"OK",7018,TRUE
"RELA","1","RELA","negbinomial.size",6.87337419221452e-19,1.13630705967327e-18,"OK",2796,TRUE
"PCDH1","1","PCDH1","negbinomial.size",1.0305438416284e-21,1.84578826795376e-21,"OK",212,TRUE
"LGALS9C","1","LGALS9C","negbinomial.size",1.92236855038163e-19,3.2322615393626e-19,"OK",159,TRUE
"EIF3F","2","EIF3F","negbinomial.size",5.7532549608079e-32,1.37280638173733e-31,"OK",11094,TRUE
"HSPA9","1","HSPA9","negbinomial.size",2.02658314039003e-24,3.91421089181297e-24,"OK",5905,TRUE
"TMSB4Y","1","TMSB4Y","negbinomial.size",1.24579108130102e-06,1.39141135702467e-06,"OK",55,TRUE
"SNX8","1","SNX8","negbinomial.size",1.95254184833882e-16,2.97615127831826e-16,"OK",319,TRUE
"CENPV","1","CENPV","negbinomial.size",2.25690331453262e-12,2.95248690544104e-12,"OK",589,TRUE
"GPR183","2","GPR183","negbinomial.size",1.26939275100843e-66,5.37756421276815e-66,"OK",893,TRUE
"CXCL2","1","CXCL2","negbinomial.size",5.72133844919636e-29,1.24844900365261e-28,"OK",198,TRUE
"DIAPH1","1","DIAPH1","negbinomial.size",2.18704651619947e-17,3.44745922502664e-17,"OK",4581,TRUE
"CAMK2N1","2","CAMK2N1","negbinomial.size",4.3970529101439e-29,9.66282448034663e-29,"OK",1215,TRUE
"HBQ1","1","HBQ1","negbinomial.size",9.12695953698113e-10,1.10347688047447e-09,"OK",115,TRUE
"REX1BD","2","REX1BD","negbinomial.size",6.80130544525131e-13,9.06144441692266e-13,"OK",7623,TRUE
"C16orf74","2","C16orf74","negbinomial.size",2.26606407301739e-14,3.16694134946825e-14,"OK",225,TRUE
"PYROXD2","2","PYROXD2","negbinomial.size",4.60009663703815e-17,7.16782299262625e-17,"OK",526,TRUE
"DGKZ","2","DGKZ","negbinomial.size",1.57899413304529e-16,2.41525971408691e-16,"OK",5755,TRUE
"ATP10A","1","ATP10A","negbinomial.size",5.12013158171705e-21,8.94888428746518e-21,"OK",405,TRUE
"AKIRIN1","1","AKIRIN1","negbinomial.size",3.42305612956207e-25,6.75578593723396e-25,"OK",5631,TRUE
"BCAS4","2","BCAS4","negbinomial.size",1.09279634181413e-14,1.54214395926796e-14,"OK",1371,TRUE
"AL109761.1","2","AL109761.1","negbinomial.size",1.8213445234337e-21,3.22752963343765e-21,"OK",85,TRUE
"RB1CC1","1","RB1CC1","negbinomial.size",2.6290587416838e-32,6.30102586819024e-32,"OK",3651,TRUE
"TBCA","2","TBCA","negbinomial.size",1.0633591216614e-27,2.25017164378886e-27,"OK",7471,TRUE
"PHB2","2","PHB2","negbinomial.size",2.15335819917693e-12,2.8187289885424e-12,"OK",4873,TRUE
"TMBIM1","1","TMBIM1","negbinomial.size",8.10905930167111e-21,1.40821053845674e-20,"OK",5544,TRUE
"TMOD1","1","TMOD1","negbinomial.size",5.20205341851617e-16,7.79768753611719e-16,"OK",160,TRUE
"MAP7D1","1","MAP7D1","negbinomial.size",1.49522539633601e-11,1.90102220671325e-11,"OK",4301,TRUE
"MUC12","1","MUC12","negbinomial.size",0.483263313188709,0.486854680123692,"OK",981,TRUE
"IGHV4-39","1","IGHV4-39","negbinomial.size",1.40791062180064e-05,1.54308142429792e-05,"OK",61,TRUE
"RFC2","1","RFC2","negbinomial.size",2.24583983741376e-16,3.41600743853467e-16,"OK",1214,TRUE
"RRP7A","1","RRP7A","negbinomial.size",3.63776871195601e-16,5.47938912238374e-16,"OK",1770,TRUE
"TCP1","1","TCP1","negbinomial.size",6.68360913241004e-16,9.93608513241766e-16,"OK",6307,TRUE
"PABPC1","2","PABPC1","negbinomial.size",0.0194907449844493,0.0201215734751407,"OK",14727,TRUE
"PLEK","1","PLEK","negbinomial.size",1.04971401050674e-07,1.20149323946656e-07,"OK",8589,TRUE
"Z82206.1","2","Z82206.1","negbinomial.size",2.56724723307432e-22,4.67536460834441e-22,"OK",376,TRUE
"KLRD1","1","KLRD1","negbinomial.size",0.000101167678864378,0.000108899600722996,"OK",15573,TRUE
"DAB2IP","2","DAB2IP","negbinomial.size",0.449955814795782,0.454566447271565,"OK",212,TRUE
"TBX21","2","TBX21","negbinomial.size",0.0127604810563937,0.0132112092655456,"OK",5962,TRUE
"ATF5","1","ATF5","negbinomial.size",4.53743492557455e-18,7.31724635953249e-18,"OK",1450,TRUE
"SLFN11","2","SLFN11","negbinomial.size",2.32234527276198e-14,3.24142013939559e-14,"OK",1024,TRUE
"STX4","1","STX4","negbinomial.size",4.55072261484031e-26,9.19042583946801e-26,"OK",3370,TRUE
"LGALS3","2","LGALS3","negbinomial.size",0.157649539092199,0.160235168833636,"OK",2281,TRUE
"NT5C3A","1","NT5C3A","negbinomial.size",1.86945982719667e-09,2.24149163360397e-09,"OK",3195,TRUE
"LINC01954","2","LINC01954","negbinomial.size",1.45331743207801e-10,1.79717531937127e-10,"OK",61,TRUE
"HSPA5","1","HSPA5","negbinomial.size",7.49180609299041e-140,5.88758239699138e-139,"OK",14823,TRUE
"SKI","1","SKI","negbinomial.size",9.65172707164466e-43,2.84824435624453e-42,"OK",3109,TRUE
"CLEC11A","1","CLEC11A","negbinomial.size",1.69724299317256e-25,3.37117220896637e-25,"OK",417,TRUE
"BAK1","1","BAK1","negbinomial.size",8.91761391601633e-15,1.26255251852738e-14,"OK",2251,TRUE
"UBE2I","1","UBE2I","negbinomial.size",2.83453007533101e-30,6.49904411563737e-30,"OK",7130,TRUE
"OS9","1","OS9","negbinomial.size",1.43345763173271e-19,2.42335900485445e-19,"OK",3376,TRUE
"P2RY10","2","P2RY10","negbinomial.size",6.05418943416967e-23,1.12331367687887e-22,"OK",1227,TRUE
"PARK7","1","PARK7","negbinomial.size",3.99861646003116e-09,4.7653841218723e-09,"OK",8923,TRUE
"QPCT","1","QPCT","negbinomial.size",4.87763094979413e-06,5.40325920842873e-06,"OK",77,TRUE
"ZBTB4","1","ZBTB4","negbinomial.size",2.07777432722337e-14,2.91318197527311e-14,"OK",1193,TRUE
"ASAH1","1","ASAH1","negbinomial.size",1.19398663128595e-20,2.06190844208537e-20,"OK",4247,TRUE
"CRTC3","1","CRTC3","negbinomial.size",1.83106242312593e-28,3.95969530983064e-28,"OK",1786,TRUE
"PMF1","1","PMF1","negbinomial.size",1.94809603198468e-09,2.33448634993081e-09,"OK",2899,TRUE
"ARPC4","1","ARPC4","negbinomial.size",1.24026719336034e-13,1.68872538756973e-13,"OK",8814,TRUE
"SPCS2","1","SPCS2","negbinomial.size",1.91902713248432e-16,2.92735687199216e-16,"OK",7389,TRUE
"ANXA6","2","ANXA6","negbinomial.size",1.14056492935048e-05,1.25196626101275e-05,"OK",5609,TRUE
"SERTAD2","2","SERTAD2","negbinomial.size",1.09442902318178e-07,1.25201294898802e-07,"OK",2555,TRUE
"FNIP2","1","FNIP2","negbinomial.size",7.18139840148681e-30,1.61917392233107e-29,"OK",1138,TRUE
"LINC02084","2","LINC02084","negbinomial.size",8.27890793136225e-11,1.03082384059269e-10,"OK",1711,TRUE
"HERC5","1","HERC5","negbinomial.size",1.15505926180327e-08,1.35276648966052e-08,"OK",1279,TRUE
"UBALD2","1","UBALD2","negbinomial.size",7.97077256991269e-65,3.28057034234167e-64,"OK",10530,TRUE
"MANEA-DT","2","MANEA-DT","negbinomial.size",2.80618679483406e-13,3.77816210924586e-13,"OK",608,TRUE
"TLR3","1","TLR3","negbinomial.size",4.50920903485066e-06,5.00280020285989e-06,"OK",267,TRUE
"LINC01970","2","LINC01970","negbinomial.size",0.0294408085321105,0.030307125631774,"OK",422,TRUE
"UQCRB","2","UQCRB","negbinomial.size",5.69878333542134e-57,2.11655155043303e-56,"OK",13586,TRUE
"DTHD1","1","DTHD1","negbinomial.size",7.7542383188648e-23,1.43383997558549e-22,"OK",3525,TRUE
"TBC1D15","1","TBC1D15","negbinomial.size",1.54320407947277e-13,2.0906993431458e-13,"OK",2064,TRUE
"CD72","1","CD72","negbinomial.size",2.26753957565425e-45,7.00611586836762e-45,"OK",1414,TRUE
"COPZ2","1","COPZ2","negbinomial.size",3.54028888577995e-15,5.09547882764215e-15,"OK",880,TRUE
"AL359513.1","2","AL359513.1","negbinomial.size",0.000108382058143231,0.000116434216994883,"OK",641,TRUE
"NXPE3","2","NXPE3","negbinomial.size",1.9219958066811e-10,2.36729636836531e-10,"OK",734,TRUE
"RNF165","1","RNF165","negbinomial.size",8.49421044460877e-47,2.70145783788217e-46,"OK",642,TRUE
"AP2S1","1","AP2S1","negbinomial.size",2.53034464269357e-19,4.24135821483953e-19,"OK",4347,TRUE
"NCOR2","1","NCOR2","negbinomial.size",5.39415635091193e-18,8.67303567466862e-18,"OK",1213,TRUE
"VCAM1","2","VCAM1","negbinomial.size",3.64685906071316e-23,6.82488119299986e-23,"OK",254,TRUE
"PIGF","2","PIGF","negbinomial.size",2.01254448817275e-09,2.41038597175411e-09,"OK",1075,TRUE
"CMTM6","1","CMTM6","negbinomial.size",6.98172274743394e-14,9.62705444321946e-14,"OK",4850,TRUE
"MSC-AS1","2","MSC-AS1","negbinomial.size",1.10523673897796e-13,1.50865858202845e-13,"OK",72,TRUE
"BTN2A2","1","BTN2A2","negbinomial.size",8.75488377633744e-15,1.24032285505395e-14,"OK",1789,TRUE
"LDLR","1","LDLR","negbinomial.size",1.6898659416859e-10,2.08493698948619e-10,"OK",4699,TRUE
"NOP53","2","NOP53","negbinomial.size",4.30255754511392e-62,1.69986289897124e-61,"OK",9682,TRUE
"HIST1H4C","2","HIST1H4C","negbinomial.size",0.689145957742282,0.691057597014799,"OK",6117,TRUE
"SLC25A5","2","SLC25A5","negbinomial.size",2.33938499745256e-06,2.60211592793569e-06,"OK",11450,TRUE
"TET2","1","TET2","negbinomial.size",4.60644730646329e-35,1.17132288484395e-34,"OK",1629,TRUE
"ITGA6","2","ITGA6","negbinomial.size",0.048353689295491,0.0495648166738753,"OK",566,TRUE
"JAML","1","JAML","negbinomial.size",0.0021201939984141,0.00222481895624586,"OK",225,TRUE
"TECR","2","TECR","negbinomial.size",8.06705718075118e-14,1.10883694708804e-13,"OK",6064,TRUE
"TNFSF14","1","TNFSF14","negbinomial.size",4.34609458526954e-37,1.15523028865804e-36,"OK",5273,TRUE
"MAGEE1","2","MAGEE1","negbinomial.size",3.94620359580567e-10,4.81672234063168e-10,"OK",201,TRUE
"KRT1","2","KRT1","negbinomial.size",0.451310911925277,0.455723169444099,"OK",45,TRUE
"SLAMF6","1","SLAMF6","negbinomial.size",0.000174671958456544,0.000186632255119332,"OK",1586,TRUE
"RRP12","1","RRP12","negbinomial.size",5.79335018840717e-12,7.45743415943926e-12,"OK",500,TRUE
"AL606760.3","2","AL606760.3","negbinomial.size",2.11387312797644e-09,2.53034813166716e-09,"OK",421,TRUE
"PLEKHB2","1","PLEKHB2","negbinomial.size",1.89857435461428e-28,4.10160136967965e-28,"OK",3255,TRUE
"GRINA","1","GRINA","negbinomial.size",2.73948865961253e-15,3.96394323062012e-15,"OK",1190,TRUE
"RNMT","1","RNMT","negbinomial.size",6.46332765241671e-30,1.4603080914679e-29,"OK",7239,TRUE
"EWSR1","1","EWSR1","negbinomial.size",3.49182751619891e-31,8.17902147152854e-31,"OK",5382,TRUE
"YJU2","1","YJU2","negbinomial.size",1.10380252966396e-22,2.03238343534901e-22,"OK",1518,TRUE
"RAB30","1","RAB30","negbinomial.size",6.33250501318603e-11,7.92110921199568e-11,"OK",899,TRUE
"FNIP1","1","FNIP1","negbinomial.size",7.19865193076816e-29,1.56765823673054e-28,"OK",5025,TRUE
"MEX3C","2","MEX3C","negbinomial.size",0.967100412123647,0.967546491649534,"OK",3815,TRUE
"NDUFV2","2","NDUFV2","negbinomial.size",1.3316601420355e-23,2.52259462713973e-23,"OK",4715,TRUE
"AC093462.1","2","AC093462.1","negbinomial.size",6.90368752895371e-15,9.81908081986925e-15,"OK",630,TRUE
"CPD","1","CPD","negbinomial.size",2.06663749250568e-45,6.39448890334495e-45,"OK",3815,TRUE
"SNX3","1","SNX3","negbinomial.size",9.46241454012227e-15,1.33793853569265e-14,"OK",6410,TRUE
"CST3","1","CST3","negbinomial.size",8.62518793434199e-07,9.67823726310801e-07,"OK",1761,TRUE
"ODF3B","1","ODF3B","negbinomial.size",4.00270381789719e-15,5.74957919272782e-15,"OK",805,TRUE
"DBP","1","DBP","negbinomial.size",1.64691782834082e-12,2.162327342416e-12,"OK",1293,TRUE
"BMP2","1","BMP2","negbinomial.size",1.60467317446937e-13,2.17261929801752e-13,"OK",111,TRUE
"PEX14","1","PEX14","negbinomial.size",1.77989470837545e-14,2.49876480418534e-14,"OK",761,TRUE
"PSENEN","1","PSENEN","negbinomial.size",9.97336788233595e-12,1.27548555051808e-11,"OK",2723,TRUE
"EIF3L","2","EIF3L","negbinomial.size",1.80630248613217e-16,2.76100781706883e-16,"OK",6055,TRUE
"ZRSR2","2","ZRSR2","negbinomial.size",8.90450544446104e-09,1.0490968120063e-08,"OK",2161,TRUE
"HSD17B11","2","HSD17B11","negbinomial.size",5.76934154217191e-22,1.04280848374757e-21,"OK",4049,TRUE
"AC007349.3","2","AC007349.3","negbinomial.size",0.0240819543123667,0.0248259310377963,"OK",238,TRUE
"ENC1","2","ENC1","negbinomial.size",6.23021721653053e-09,7.37627791629624e-09,"OK",2949,TRUE
"CD320","2","CD320","negbinomial.size",1.92954448532246e-18,3.15149246134368e-18,"OK",2868,TRUE
"CALM2","1","CALM2","negbinomial.size",2.32950020949208e-16,3.54077502059448e-16,"OK",9643,TRUE
"PSMA3","1","PSMA3","negbinomial.size",8.52933218690225e-15,1.20994908524467e-14,"OK",4461,TRUE
"SEC61G","1","SEC61G","negbinomial.size",9.46614712341742e-21,1.64125284657813e-20,"OK",8350,TRUE
"MBP","2","MBP","negbinomial.size",4.80108272321216e-30,1.09271232178879e-29,"OK",8790,TRUE
"TNFSF10","1","TNFSF10","negbinomial.size",7.63280118815278e-26,1.52867458699015e-25,"OK",1851,TRUE
"GYG1","2","GYG1","negbinomial.size",1.32533478020129e-08,1.55134977779633e-08,"OK",3123,TRUE
"SRP14","1","SRP14","negbinomial.size",5.47915947699323e-10,6.67657129527995e-10,"OK",14832,TRUE
"RASSF7","2","RASSF7","negbinomial.size",3.06053688080405e-12,3.98218625942651e-12,"OK",1032,TRUE
"CD70","2","CD70","negbinomial.size",0.472269510891642,0.476000264462812,"OK",444,TRUE
"CHPT1","2","CHPT1","negbinomial.size",7.09515119131798e-05,7.67550271020883e-05,"OK",1658,TRUE
"MT-ATP6","2","MT-ATP6","negbinomial.size",4.61305709027009e-05,5.00786828268059e-05,"OK",16277,TRUE
"ST8SIA4","2","ST8SIA4","negbinomial.size",5.68812265313556e-05,6.1656861742384e-05,"OK",3565,TRUE
"C19orf84","1","C19orf84","negbinomial.size",2.42178870966203e-18,3.93767594546998e-18,"OK",142,TRUE
"PALLD","1","PALLD","negbinomial.size",1.69169124889479e-05,1.84757216457845e-05,"OK",823,TRUE
"WIPF3","1","WIPF3","negbinomial.size",7.47556013757728e-05,8.07494518844877e-05,"OK",51,TRUE
"HSPA2","2","HSPA2","negbinomial.size",1.35100626122547e-17,2.14519222591364e-17,"OK",2048,TRUE
"IGLV3-19","1","IGLV3-19","negbinomial.size",1.18072105088932e-06,1.32077563660595e-06,"OK",58,TRUE
"NR4A1","1","NR4A1","negbinomial.size",3.25060478202543e-17,5.10910273348779e-17,"OK",7787,TRUE
"FAM19A1","2","FAM19A1","negbinomial.size",7.06846395363351e-16,1.05010262434459e-15,"OK",87,TRUE
"GNL1","1","GNL1","negbinomial.size",3.08826796874518e-16,4.67769079902813e-16,"OK",3857,TRUE
"IFT57","1","IFT57","negbinomial.size",4.55438229590483e-07,5.13166503886628e-07,"OK",1569,TRUE
"RHOH","1","RHOH","negbinomial.size",1.52099607404416e-09,1.83076608468467e-09,"OK",7876,TRUE
"SIK2","1","SIK2","negbinomial.size",4.54312271215024e-14,6.30456376369409e-14,"OK",523,TRUE
"AC016831.7","1","AC016831.7","negbinomial.size",8.32420635006411e-06,9.16507795598429e-06,"OK",4812,TRUE
"CHMP4B","1","CHMP4B","negbinomial.size",6.89561665227864e-21,1.19940597584542e-20,"OK",2446,TRUE
"AKAP17A","1","AKAP17A","negbinomial.size",3.79631384178229e-38,1.03314990248755e-37,"OK",4262,TRUE
"STK16","2","STK16","negbinomial.size",7.64438591320553e-06,8.42513874275548e-06,"OK",2055,TRUE
"CCDC184","1","CCDC184","negbinomial.size",8.27016071023582e-08,9.4909939579373e-08,"OK",406,TRUE
"FBP1","1","FBP1","negbinomial.size",6.6190875147601e-32,1.57767041972689e-31,"OK",590,TRUE
"ZBTB1","1","ZBTB1","negbinomial.size",7.57191270250984e-39,2.08684608027241e-38,"OK",7123,TRUE
"NAP1L4","2","NAP1L4","negbinomial.size",0.00866312815412407,0.0090121462668082,"OK",5802,TRUE
"PAXIP1-AS1","2","PAXIP1-AS1","negbinomial.size",8.70821931315654e-09,1.0265286788172e-08,"OK",885,TRUE
"TCIRG1","1","TCIRG1","negbinomial.size",2.22851824186632e-41,6.46210704091985e-41,"OK",3086,TRUE
"TIAL1","2","TIAL1","negbinomial.size",1.05162255863632e-05,1.15492117958591e-05,"OK",4556,TRUE
"AASS","2","AASS","negbinomial.size",3.28823044032316e-15,4.742135521982e-15,"OK",87,TRUE
"TMA7","2","TMA7","negbinomial.size",9.46609464353456e-14,1.29457498624379e-13,"OK",14289,TRUE
"XBP1","1","XBP1","negbinomial.size",9.59305092961487e-47,3.0464608296244e-46,"OK",9048,TRUE
"RAB11FIP1","1","RAB11FIP1","negbinomial.size",9.71666370886117e-19,1.60147747602735e-18,"OK",6177,TRUE
"HELZ2","1","HELZ2","negbinomial.size",2.74208036510807e-18,4.4517756825744e-18,"OK",1510,TRUE
"BIRC3","2","BIRC3","negbinomial.size",3.1794936000867e-105,2.04638623696975e-104,"OK",4993,TRUE
"MCM7","1","MCM7","negbinomial.size",4.26112700311717e-17,6.64919746025982e-17,"OK",1955,TRUE
"AC111182.1","2","AC111182.1","negbinomial.size",1.83362597601649e-22,3.35057686771674e-22,"OK",242,TRUE
"PDIA4","1","PDIA4","negbinomial.size",3.54647306093359e-38,9.66369355422734e-38,"OK",2219,TRUE
"PROCR","1","PROCR","negbinomial.size",4.10909645376251e-11,5.16674214968747e-11,"OK",294,TRUE
"ATF4","1","ATF4","negbinomial.size",3.13716456913033e-45,9.6517871637499e-45,"OK",7938,TRUE
"HP1BP3","2","HP1BP3","negbinomial.size",5.74311325081023e-06,6.3555166535752e-06,"OK",6753,TRUE
"CAPN12","2","CAPN12","negbinomial.size",3.40115072283766e-13,4.56221145196962e-13,"OK",1760,TRUE
"TMEM14C","1","TMEM14C","negbinomial.size",9.33307100758025e-08,1.06994878517133e-07,"OK",528,TRUE
"UXT","2","UXT","negbinomial.size",1.67058044431052e-34,4.15537727489624e-34,"OK",8280,TRUE
"LINC00944","2","LINC00944","negbinomial.size",6.45049744641803e-35,1.62498594207674e-34,"OK",1176,TRUE
"SIGIRR","2","SIGIRR","negbinomial.size",0.230845838526929,0.234412277043497,"OK",6441,TRUE
"PAPOLA","1","PAPOLA","negbinomial.size",1.38551492108628e-16,2.12380343734002e-16,"OK",7907,TRUE
"DNAJB9","1","DNAJB9","negbinomial.size",2.18012044256108e-14,3.05273159452226e-14,"OK",4537,TRUE
"CNN2","2","CNN2","negbinomial.size",7.0631550314781e-13,9.40453238997913e-13,"OK",4452,TRUE
"NXT1","1","NXT1","negbinomial.size",5.10549342324807e-38,1.38595935357009e-37,"OK",6669,TRUE
"ACYP1","2","ACYP1","negbinomial.size",1.34247033330833e-10,1.66294583263607e-10,"OK",1907,TRUE
"PARD6G","1","PARD6G","negbinomial.size",3.0033236736769e-05,3.27676511479135e-05,"OK",308,TRUE
"NR1H2","1","NR1H2","negbinomial.size",8.33447182270849e-14,1.14414363186422e-13,"OK",3488,TRUE
